ZIP,Cnsmr,APTC_Cnsmr,APTC_Cnsmr_Avg_APTC
08826,174,120,$426 
08827,138,97,$427 
08828,81,60,$324 
08829,134,101,$396 
08830,"1,024",851,$449 
08831,"1,344",962,$461 
08832,91,78,$449 
08833,292,205,$438 
08835,245,207,$407 
08836,116,56,$454 
08837,632,463,$441 
08840,448,329,$410 
08844,"1,203",828,$423 
08846,434,376,$398 
08848,281,216,$455 
08850,176,123,$406 
08852,607,436,$436 
08853,163,103,$402 
08854,"1,833","1,464",$454 
08855,*,*,*
08857,"1,235",984,$401 
08858,13,*,*
08859,766,629,$446 
08861,"1,329","1,224",$440 
08862,*,*,*
08863,267,224,$429 
08865,585,462,$430 
08867,199,137,$411 
08868,*,*,*
08869,200,139,$403 
08871,*,*,*
08872,605,498,$438 
08873,"1,403",993,$416 
08875,*,*,*
08876,605,426,$412 
08879,586,477,$441 
08880,112,92,$412 
08882,465,383,$429 
08884,207,160,$421 
08885,*,*,*
08886,137,103,$456 
08887,34,*,*
08889,270,188,$461 
08890,*,*,*
08901,501,399,$395 
08902,"1,270",924,$449 
08903,*,*,*
08904,409,289,$372 
08906,*,*,*
15001,651,527,$406 
15003,285,229,$396 
15004,*,*,*
15005,255,192,$390 
15006,15,*,*
15007,*,*,*
15009,385,270,$371 
15010,540,410,$390 
15012,385,301,$402 
15014,78,66,$357 
15015,45,20,$361 
15017,446,323,$336 
15018,24,*,*
15019,42,*,*
15020,*,*,*
15021,131,106,$422 
15022,207,175,$392 
15024,272,206,$369 
15025,338,246,$373 
15026,104,77,$400 
15027,51,39,$388 
15028,*,*,*
15030,28,*,*
15031,13,*,*
15032,*,*,*
15033,62,47,$449 
15034,40,*,*
15035,52,*,*
15037,255,198,$377 
15038,*,*,*
15042,168,120,$454 
15043,47,*,*
15044,754,523,$343 
15045,83,66,$340 
15046,56,43,$314 
15047,15,*,*
15049,31,*,*
15050,44,32,$437 
15051,20,*,*
15052,74,62,$410 
15053,*,*,*
15054,12,*,*
15055,39,*,*
15056,31,*,*
15057,386,278,$372 
15059,73,53,$413 
15060,19,*,*
15061,227,191,$387 
15062,120,*,*
15063,274,227,$396 
15064,18,*,*
15065,307,243,$366 
15066,243,198,$424 
15067,44,*,*
15068,936,760,$385 
15071,273,213,$327 
15072,*,*,*
15074,173,141,$420 
15075,*,*,*
15076,32,19,$388 
15077,*,*,*
15078,*,*,*
15081,*,*,*
15082,*,*,*
15083,26,*,*
15084,265,206,$392 
15085,232,198,$389 
15086,13,*,*
15087,*,*,*
15088,*,*,*
15089,150,129,$408 
15090,625,361,$314 
15091,*,*,*
15101,723,527,$337 
15102,763,574,$342 
15104,125,100,$378 
15106,539,408,$322 
15108,867,610,$348 
15110,49,38,$352 
15112,90,67,$320 
15116,348,256,$348 
15120,439,355,$361 
15122,417,334,$363 
15126,180,142,$351 
15127,*,*,*
15129,253,178,$353 
15131,195,164,$381 
15132,264,220,$396 
15133,139,124,$358 
15135,105,74,$339 
15136,548,447,$343 
15137,225,194,$401 
15139,241,169,$346 
15140,60,48,$358 
15142,41,27,$309 
15143,599,331,$332 
15144,129,107,$366 
15145,149,123,$359 
15146,895,707,$357 
15147,469,357,$349 
15148,60,*,*
15201,483,283,$288 
15202,552,401,$306 
15203,286,162,$264 
15204,132,95,$406 
15205,633,469,$331 
15206,754,499,$286 
15207,273,209,$336 
15208,164,110,$303 
15209,365,294,$341 
15210,463,359,$341 
15211,328,206,$314 
15212,690,490,$330 
15213,228,158,$328 
15214,329,237,$328 
15215,391,243,$348 
15216,752,537,$331 
15217,854,542,$315 
15218,495,318,$315 
15219,199,137,$328 
15220,561,429,$324 
15221,807,600,$330 
15222,110,51,$310 
15223,223,180,$358 
15224,405,275,$276 
15225,25,*,*
15226,418,325,$339 
15227,741,593,$357 
15228,608,372,$312 
15229,435,337,$345 
15232,268,137,$317 
15233,72,47,$316 
15234,405,306,$350 
15235,920,722,$358 
15236,752,591,$342 
15237,"1,236",881,$345 
15238,416,270,$354 
15239,579,452,$350 
15241,643,386,$359 
15242,*,*,*
15243,396,269,$350 
15275,*,*,*
15289,*,*,*
15301,962,734,$400 
15310,*,*,*
15311,22,*,*
15312,87,67,$400 
15313,11,*,*
15314,59,47,$389 
15315,*,*,*
15316,*,*,*
15317,"1,034",711,$357 
15320,77,*,*
15321,42,*,*
15322,30,*,*
15323,105,74,$374 
15324,14,*,*
15325,*,*,*
15327,20,*,*
15329,36,*,*
15330,175,123,$393 
15331,17,*,*
15332,253,176,$418 
15333,33,*,*
15334,*,*,*
15336,*,*,*
15337,*,*,*
15338,13,*,*
15340,43,29,$443 
15341,*,*,*
15342,103,82,$391 
15344,30,*,*
15345,37,*,*
15346,*,*,*
15347,14,*,*
15348,*,*,*
15349,34,23,$455 
15350,22,*,*
15351,*,*,*
15352,*,*,*
15353,*,*,*
15357,35,*,*
15358,16,*,*
15359,*,*,*
15360,53,40,$379 
15361,*,*,*
15362,12,*,*
15363,21,*,*
15364,17,*,*
15366,*,*,*
15367,263,190,$344 
15368,*,*,*
15370,177,151,$477 
15376,31,19,$484 
15377,*,*,*
15379,*,*,*
15380,*,*,*
15401,640,523,$420 
15410,*,*,*
15411,35,*,*
15412,*,*,*
15413,*,*,*
15415,*,*,*
15416,*,*,*
15417,128,103,$384 
15419,29,*,*
15420,*,*,*
15421,23,*,*
15422,*,*,*
15423,40,*,*
15424,70,*,*
15425,392,323,$410 
15427,21,*,*
15428,35,*,*
15430,*,*,*
15431,104,93,$457 
15432,*,*,*
15433,22,*,*
15434,*,*,*
15435,*,*,*
15436,43,*,*
15437,181,*,*
15438,46,*,*
15439,*,*,*
15440,*,*,*
15442,43,*,*
15443,*,*,*
15444,16,*,*
15445,54,*,*
15446,16,*,*
15447,*,*,*
15448,*,*,*
15449,*,*,*
15450,*,*,*
15451,*,*,*
15454,*,*,*
15455,*,*,*
15456,45,*,*
15458,49,*,*
15459,37,*,*
15460,*,*,*
15461,61,*,*
15462,*,*,*
15463,*,*,*
15464,37,*,*
15465,*,*,*
15466,*,*,*
15467,*,*,*
15468,39,*,*
15469,70,*,*
15470,25,*,*
15472,*,*,*
15473,87,*,*
15474,25,*,*
15475,*,*,*
15476,*,*,*
15477,19,*,*
15478,103,86,$447 
15479,39,*,*
15480,44,*,*
15482,*,*,*
15483,*,*,*
15484,*,*,*
15486,51,*,*
15488,*,*,*
15489,*,*,*
15490,27,*,*
15501,411,352,$558 
15502,*,*,*
15510,*,*,*
15520,*,*,*
15521,55,*,*
15522,324,261,$385 
15530,138,*,*
15531,93,*,*
15532,*,*,*
15533,27,*,*
15534,23,*,*
15535,71,*,*
15536,*,*,*
15537,228,181,$353 
15538,32,*,*
15539,12,*,*
15540,*,*,*
15541,107,92,$574 
15542,30,*,*
15544,*,*,*
15545,65,*,*
15546,11,*,*
15547,16,*,*
15548,*,*,*
15549,*,*,*
15550,47,*,*
15551,37,*,*
15552,127,115,$566 
15553,*,*,*
15554,44,*,*
15555,*,*,*
15557,101,*,*
15558,37,*,*
15559,38,*,*
15560,*,*,*
15561,*,*,*
15562,*,*,*
15563,90,*,*
15564,*,*,*
15565,*,*,*
15601,"1,412","1,139",$375 
15610,139,119,$446 
15611,13,*,*
15612,12,*,*
15613,307,265,$479 
15615,*,*,*
15616,*,*,*
15617,*,*,*
15618,76,64,$425 
15619,*,*,*
15620,16,*,*
15622,45,*,*
15623,21,*,*
15624,*,*,*
15625,*,*,*
15626,129,105,$384 
15627,131,118,$426 
15628,*,*,*
15629,15,*,*
15631,19,*,*
15632,258,205,$395 
15633,*,*,*
15634,16,*,*
15635,*,*,*
15636,96,80,$345 
15637,41,*,*
15638,*,*,*
15639,40,25,$447 
15640,*,*,*
15641,14,*,*
15642,"1,147",909,$384 
15644,436,370,$382 
15646,*,*,*
15647,*,*,*
15650,635,546,$414 
15655,28,*,*
15656,202,172,$454 
15658,305,247,$412 
15660,13,*,*
15661,21,*,*
15662,*,*,*
15663,*,*,*
15664,*,*,*
15665,39,*,*
15666,435,356,$417 
15668,356,238,$372 
15670,102,84,$343 
15671,*,*,*
15672,73,*,*
15673,20,*,*
15674,*,*,*
15675,25,*,*
15676,*,*,*
15677,17,*,*
15678,14,*,*
15679,89,71,$418 
15680,*,*,*
15681,110,93,$464 
15682,*,*,*
15683,212,168,$399 
15684,16,*,*
15685,*,*,*
15686,14,*,*
15687,44,*,*
15688,*,*,*
15689,*,*,*
15690,198,167,$505 
15691,*,*,*
15692,27,*,*
15693,*,*,*
15695,*,*,*
15696,*,*,*
15697,68,53,$366 
15698,25,*,*
15701,591,476,$497 
15705,*,*,*
15710,*,*,*
15711,*,*,*
15712,*,*,*
15713,*,*,*
15714,148,*,*
15715,*,*,*
15716,*,*,*
15717,194,166,$523 
15720,*,*,*
15721,*,*,*
15722,73,*,*
15724,58,*,*
15725,35,*,*
15727,*,*,*
15728,72,*,*
15729,24,*,*
15730,*,*,*
15731,11,*,*
15732,33,*,*
15733,*,*,*
15734,*,*,*
15736,11,*,*
15737,*,*,*
15738,*,*,*
15739,*,*,*
15742,18,*,*
15744,*,*,*
15745,12,*,*
15746,*,*,*
15747,44,*,*
15748,134,108,$565 
15750,*,*,*
15752,*,*,*
15753,11,*,*
15754,*,*,*
15756,*,*,*
15757,40,*,*
15758,*,*,*
15759,64,*,*
15760,*,*,*
15762,36,*,*
15763,*,*,*
15764,*,*,*
15765,35,*,*
15767,368,328,$566 
15770,*,*,*
15771,31,*,*
15772,44,*,*
15773,11,*,*
15774,79,*,*
15776,*,*,*
15777,*,*,*
15778,*,*,*
15779,*,*,*
15781,*,*,*
15783,*,*,*
15784,*,*,*
15801,428,381,$518 
15821,*,*,*
15823,29,*,*
15824,100,*,*
15825,235,213,$572 
15827,*,*,*
15828,*,*,*
15829,41,*,*
15832,*,*,*
15834,92,*,*
15840,57,*,*
15841,*,*,*
15845,54,*,*
15846,85,*,*
15847,*,*,*
15848,14,*,*
15849,25,*,*
15851,167,146,$575 
15853,146,126,$577 
15856,26,*,*
15857,275,248,$580 
15860,34,*,*
15861,*,*,*
15863,*,*,*
15864,55,*,*
15865,36,*,*
15866,*,*,*
15868,37,*,*
15870,38,*,*
15901,41,*,*
15902,193,*,*
15904,380,336,$535 
15905,524,453,$546 
15906,197,182,$549 
15909,102,*,*
15920,17,*,*
15921,25,*,*
15922,11,*,*
15923,43,*,*
15924,35,*,*
15925,*,*,*
15926,83,*,*
15927,27,*,*
15928,65,*,*
15929,*,*,*
15930,*,*,*
15931,216,190,$490 
15934,*,*,*
15935,85,72,$591 
15936,36,*,*
15937,14,*,*
15938,59,*,*
15940,31,*,*
15942,42,*,*
15943,71,*,*
15944,75,*,*
15945,*,*,*
15946,150,134,$586 
15948,*,*,*
15949,14,*,*
15951,12,*,*
15952,24,*,*
15954,40,*,*
15955,54,*,*
15956,52,*,*
15957,*,*,*
15958,67,*,*
15959,*,*,*
15960,*,*,*
15961,19,*,*
15962,*,*,*
15963,247,224,$554 
16001,779,630,$375 
16002,421,322,$381 
16020,37,*,*
16022,*,*,*
16023,87,65,$390 
16024,*,*,*
16025,110,93,$433 
16027,*,*,*
16028,53,*,*
16029,*,*,*
16030,*,*,*
16033,216,166,$360 
16034,30,*,*
16035,*,*,*
16036,*,*,*
16037,163,121,$389 
16038,79,*,*
16040,19,*,*
16041,40,*,*
16045,14,*,*
16046,443,273,$352 
16049,88,*,*
16050,26,*,*
16051,82,68,$423 
16052,80,64,$440 
16053,114,91,$407 
16054,*,*,*
16055,224,185,$407 
16056,127,102,$436 
16057,269,227,$348 
16059,245,183,$397 
16061,74,*,*
16063,234,191,$384 
16066,809,563,$363 
16101,566,470,$414 
16102,104,85,$435 
16105,337,261,$364 
16107,*,*,*
16110,*,*,*
16111,15,*,*
16112,25,*,*
16113,16,*,*
16114,11,*,*
16115,79,66,$426 
16116,58,*,*
16117,432,329,$402 
16120,85,73,$401 
16121,45,*,*
16123,88,70,$382 
16124,34,*,*
16125,280,256,$388 
16127,274,236,$360 
16130,55,*,*
16131,21,*,*
16132,*,*,*
16133,30,*,*
16134,89,77,$540 
16136,*,*,*
16137,253,205,$389 
16140,*,*,*
16141,37,*,*
16142,113,96,$356 
16143,69,52,$432 
16145,54,*,*
16146,178,157,$437 
16148,365,299,$391 
16150,169,139,$437 
16151,*,*,*
16153,60,47,$435 
16154,62,*,*
16156,77,65,$387 
16157,71,56,$437 
16159,99,84,$411 
16160,12,*,*
16161,*,*,*
16201,370,321,$548 
16210,20,*,*
16211,*,*,*
16212,*,*,*
16213,*,*,*
16214,152,127,$506 
16217,*,*,*
16218,16,*,*
16220,*,*,*
16221,*,*,*
16222,68,*,*
16223,*,*,*
16224,36,*,*
16225,*,*,*
16226,167,135,$612 
16228,*,*,*
16229,139,119,$487 
16230,16,*,*
16232,125,*,*
16233,53,*,*
16235,45,*,*
16236,*,*,*
16238,12,*,*
16239,40,*,*
16240,63,*,*
16242,147,*,*
16244,*,*,*
16245,*,*,*
16246,*,*,*
16248,110,*,*
16249,41,*,*
16250,*,*,*
16253,*,*,*
16254,97,76,$512 
16255,59,*,*
16256,19,*,*
16258,71,*,*
16259,53,42,$591 
16260,*,*,*
16262,68,54,$536 
16263,*,*,*
16301,289,249,$395 
16311,12,*,*
16313,38,*,*
16314,138,*,*
16316,154,134,$607 
16317,28,*,*
16319,33,*,*
16321,*,*,*
16322,*,*,*
16323,330,278,$401 
16326,*,*,*
16327,55,*,*
16328,*,*,*
16329,*,*,*
16331,*,*,*
16332,*,*,*
16333,*,*,*
16334,27,*,*
16335,485,420,$542 
16340,34,*,*
16341,40,*,*
16342,46,*,*
16343,*,*,*
16344,*,*,*
16345,55,*,*
16346,68,*,*
16347,47,*,*
16350,61,46,$479 
16351,41,*,*
16352,14,*,*
16353,63,*,*
16354,232,208,$483 
16360,19,*,*
16361,*,*,*
16362,23,*,*
16364,35,*,*
16365,364,307,$568 
16366,*,*,*
16370,*,*,*
16371,66,*,*
16372,*,*,*
16373,102,*,*
16374,50,39,$422 
16401,74,*,*
16402,19,*,*
16403,131,119,$525 
16404,73,*,*
16405,23,*,*
16406,53,*,*
16407,191,171,$404 
16410,30,*,*
16411,37,*,*
16412,212,164,$375 
16415,248,190,$348 
16416,*,*,*
16417,161,142,$390 
16420,37,*,*
16421,50,33,$377 
16422,*,*,*
16423,100,87,$415 
16424,126,114,$597 
16426,112,87,$377 
16427,*,*,*
16428,351,297,$363 
16430,14,*,*
16433,102,90,$582 
16434,44,*,*
16435,33,*,*
16436,24,*,*
16438,189,149,$451 
16440,18,*,*
16441,291,242,$385 
16442,58,*,*
16443,32,21,$394 
16501,*,*,*
16502,245,207,$359 
16503,107,*,*
16504,253,206,$373 
16505,388,294,$371 
16506,557,443,$360 
16507,118,103,$332 
16508,351,276,$333 
16509,570,443,$342 
16510,411,350,$377 
16511,193,132,$380 
16514,*,*,*
16601,563,477,$376 
16602,495,417,$363 
16603,*,*,*
16611,53,38,$552 
16613,33,*,*
16616,*,*,*
16617,47,*,*
16619,*,*,*
16620,*,*,*
16621,18,*,*
16622,*,*,*
16623,14,*,*
16624,*,*,*
16625,85,63,$410 
16627,47,*,*
16629,*,*,*
16630,95,*,*
16631,*,*,*
16633,*,*,*
16634,*,*,*
16635,259,218,$389 
16636,21,*,*
16637,69,58,$423 
16638,*,*,*
16639,23,*,*
16640,24,*,*
16641,46,34,$438 
16644,*,*,*
16645,*,*,*
16646,45,*,*
16647,30,*,*
16648,353,268,$360 
16650,48,*,*
16651,39,*,*
16652,304,271,$511 
16655,32,*,*
16656,37,*,*
16657,46,*,*
16659,*,*,*
16660,*,*,*
16661,20,*,*
16662,111,98,$404 
16663,*,*,*
16664,34,*,*
16665,*,*,*
16666,46,*,*
16667,28,*,*
16668,99,85,$556 
16669,37,*,*
16670,*,*,*
16671,*,*,*
16672,*,*,*
16673,115,104,$386 
16674,*,*,*
16675,*,*,*
16677,*,*,*
16678,49,*,*
16679,15,*,*
16680,*,*,*
16682,*,*,*
16683,14,*,*
16684,*,*,*
16685,11,*,*
16686,270,219,$420 
16689,11,*,*
16691,*,*,*
16692,14,*,*
16693,88,*,*
16694,*,*,*
16695,12,*,*
16701,257,224,$522 
16720,23,*,*
16725,*,*,*
16726,*,*,*
16727,*,*,*
16729,*,*,*
16730,*,*,*
16731,60,*,*
16732,*,*,*
16734,*,*,*
16735,137,104,$542 
16738,24,*,*
16740,16,*,*
16743,75,57,$628 
16745,*,*,*
16746,27,*,*
16748,68,*,*
16749,69,54,$522 
16750,*,*,*
16801,636,493,$602 
16802,*,*,*
16803,409,317,$637 
16804,*,*,*
16820,36,*,*
16821,*,*,*
16822,63,*,*
16823,466,395,$692 
16825,*,*,*
16826,19,*,*
16827,136,87,$612 
16828,112,92,$723 
16829,11,*,*
16830,241,212,$534 
16832,16,*,*
16833,104,*,*
16834,*,*,*
16835,*,*,*
16836,39,*,*
16837,*,*,*
16838,33,*,*
16839,*,*,*
16840,*,*,*
16841,89,*,*
16843,*,*,*
16844,47,*,*
16845,14,*,*
16847,*,*,*
16848,*,*,*
16849,*,*,*
16851,27,*,*
16852,*,*,*
16853,15,*,*
16854,38,*,*
16855,*,*,*
16856,*,*,*
16858,79,*,*
16859,11,*,*
16860,*,*,*
16861,*,*,*
16863,17,*,*
16864,*,*,*
16865,38,27,$652 
16866,173,157,$694 
16868,25,*,*
16870,195,140,$619 
16871,*,*,*
16872,24,*,*
16873,*,*,*
16874,28,*,*
16875,122,109,$793 
16876,*,*,*
16877,55,*,*
16878,35,*,*
16879,*,*,*
16881,40,*,*
16882,*,*,*
16901,266,216,$528 
16911,*,*,*
16912,37,*,*
16914,84,*,*
16915,173,153,$577 
16917,31,*,*
16920,24,*,*
16921,*,*,*
16922,54,*,*
16923,35,*,*
16925,87,74,$572 
16926,27,*,*
16927,13,*,*
16928,36,*,*
16929,38,*,*
16930,44,*,*
16932,11,*,*
16933,128,102,$504 
16935,37,*,*
16936,42,*,*
16937,*,*,*
16938,26,*,*
16939,*,*,*
16940,*,*,*
16942,11,*,*
16943,17,*,*
16946,58,45,$554 
16947,123,97,$610 
16948,48,*,*
16950,70,*,*
17002,*,*,*
17003,237,211,$552 
17004,71,*,*
17005,13,*,*
17006,36,*,*
17007,137,125,$541 
17009,40,*,*
17010,*,*,*
17011,848,711,$549 
17013,698,604,$587 
17015,598,485,$626 
17016,*,*,*
17017,27,*,*
17018,111,95,$652 
17019,486,416,$683 
17020,188,165,$619 
17021,30,*,*
17022,584,484,$592 
17023,49,*,*
17024,55,*,*
17025,384,334,$555 
17026,81,*,*
17027,*,*,*
17028,99,83,$538 
17029,*,*,*
17030,18,*,*
17032,162,141,$633 
17033,349,268,$542 
17034,40,*,*
17035,14,*,*
17036,482,372,$595 
17037,28,*,*
17038,163,151,$560 
17039,*,*,*
17040,62,*,*
17041,*,*,*
17042,803,706,$583 
17043,167,151,$521 
17044,401,372,$827 
17045,60,*,*
17046,463,427,$620 
17047,61,50,$624 
17048,71,*,*
17049,78,*,*
17050,"1,097",820,$524 
17051,112,96,$846 
17052,35,*,*
17053,117,92,$677 
17054,*,*,*
17055,896,713,$578 
17056,*,*,*
17057,380,315,$552 
17058,43,*,*
17059,171,160,$711 
17060,30,*,*
17061,137,114,$566 
17062,139,127,$633 
17063,54,*,*
17064,33,*,*
17065,96,*,*
17066,49,*,*
17067,260,226,$641 
17068,100,*,*
17070,425,376,$668 
17072,*,*,*
17073,106,93,$613 
17074,207,191,$643 
17075,*,*,*
17076,*,*,*
17077,*,*,*
17078,437,376,$582 
17080,*,*,*
17081,*,*,*
17082,95,*,*
17083,*,*,*
17084,67,*,*
17085,*,*,*
17086,90,79,$762 
17087,63,*,*
17088,19,*,*
17090,130,110,$672 
17093,12,*,*
17094,61,48,$781 
17097,*,*,*
17098,24,*,*
17099,24,*,*
17101,38,*,*
17102,181,143,$467 
17103,129,*,*
17104,254,230,$637 
17105,*,*,*
17109,459,401,$570 
17110,518,432,$593 
17111,677,574,$567 
17112,900,748,$565 
17113,190,171,$633 
17201,428,376,$587 
17202,654,577,$610 
17210,*,*,*
17211,*,*,*
17212,12,*,*
17213,*,*,*
17214,28,*,*
17215,*,*,*
17217,*,*,*
17219,*,*,*
17220,*,*,*
17221,12,*,*
17222,212,186,$638 
17223,*,*,*
17224,39,*,*
17225,495,430,$607 
17228,32,*,*
17229,36,*,*
17231,*,*,*
17232,*,*,*
17233,104,91,$801 
17235,*,*,*
17236,204,179,$645 
17237,31,*,*
17238,30,*,*
17239,*,*,*
17240,83,*,*
17241,304,275,$628 
17243,20,*,*
17244,69,*,*
17246,*,*,*
17249,*,*,*
17250,11,*,*
17251,*,*,*
17252,87,*,*
17253,*,*,*
17254,*,*,*
17255,17,*,*
17256,*,*,*
17257,527,471,$578 
17260,30,*,*
17261,*,*,*
17262,11,*,*
17263,*,*,*
17264,37,*,*
17265,*,*,*
17266,*,*,*
17267,64,*,*
17268,570,518,$620 
17271,18,*,*
17272,*,*,*
17301,115,*,*
17302,103,*,*
17303,12,*,*
17304,107,95,$759 
17306,*,*,*
17307,170,158,$759 
17309,64,*,*
17310,*,*,*
17311,*,*,*
17313,247,227,$726 
17314,116,*,*
17315,559,506,$782 
17316,236,216,$744 
17317,16,*,*
17318,*,*,*
17319,248,220,$660 
17320,222,206,$765 
17321,62,51,$775 
17322,179,*,*
17323,*,*,*
17324,121,*,*
17325,665,586,$750 
17327,221,199,$725 
17329,76,*,*
17331,"1,219","1,129",$736 
17339,199,163,$760 
17340,245,220,$736 
17342,*,*,*
17343,*,*,*
17344,88,75,$799 
17345,144,*,*
17347,132,117,$688 
17349,188,149,$734 
17350,286,256,$744 
17352,48,*,*
17353,109,*,*
17355,*,*,*
17356,575,509,$723 
17358,*,*,*
17360,165,143,$677 
17361,126,*,*
17362,376,343,$725 
17363,217,191,$771 
17364,85,*,*
17365,60,*,*
17366,133,120,$767 
17368,190,172,$810 
17370,117,102,$746 
17371,*,*,*
17372,103,*,*
17401,202,185,$718 
17402,850,721,$716 
17403,663,574,$716 
17404,738,646,$710 
17405,*,*,*
17406,582,490,$753 
17407,34,*,*
17408,526,481,$766 
17501,123,93,$568 
17502,62,*,*
17503,*,*,*
17504,*,*,*
17505,22,*,*
17506,*,*,*
17507,*,*,*
17508,21,*,*
17509,83,72,$589 
17512,334,273,$620 
17516,122,108,$609 
17517,297,240,$592 
17518,22,*,*
17519,124,109,$622 
17520,115,102,$654 
17522,729,641,$579 
17527,109,97,$580 
17529,49,*,*
17532,85,74,$587 
17533,*,*,*
17534,*,*,*
17535,39,*,*
17536,56,45,$636 
17537,11,*,*
17538,135,116,$574 
17540,206,193,$579 
17543,974,792,$573 
17545,516,434,$613 
17547,182,156,$596 
17550,18,*,*
17551,209,183,$523 
17552,465,406,$580 
17554,198,163,$583 
17555,136,116,$573 
17557,233,215,$613 
17560,130,112,$622 
17562,58,*,*
17563,82,*,*
17565,77,*,*
17566,265,221,$594 
17567,*,*,*
17569,120,89,$565 
17572,85,*,*
17576,*,*,*
17578,148,126,$606 
17579,192,171,$577 
17580,*,*,*
17581,21,*,*
17582,54,*,*
17584,249,208,$581 
17585,*,*,*
17601,"1,410","1,091",$577 
17602,"1,099",947,$581 
17603,"1,580","1,333",$550 
17604,*,*,*
17605,*,*,*
17608,*,*,*
17701,778,623,$490 
17702,198,161,$502 
17720,*,*,*
17721,21,*,*
17723,*,*,*
17724,158,139,$585 
17727,*,*,*
17728,150,125,$525 
17729,*,*,*
17730,*,*,*
17731,15,*,*
17737,142,124,$495 
17739,*,*,*
17740,275,232,$525 
17744,71,*,*
17745,256,211,$522 
17747,58,47,$513 
17748,15,*,*
17749,*,*,*
17751,150,119,$476 
17752,64,*,*
17754,327,262,$485 
17756,269,222,$543 
17758,52,*,*
17760,*,*,*
17762,*,*,*
17763,*,*,*
17764,21,*,*
17765,40,*,*
17768,14,*,*
17769,*,*,*
17771,98,83,$549 
17772,75,*,*
17774,37,*,*
17776,*,*,*
17777,116,*,*
17778,*,*,*
17779,*,*,*
17801,315,288,$746 
17810,43,*,*
17812,34,*,*
17813,41,*,*
17814,156,141,$773 
17815,635,562,$699 
17820,134,121,$770 
17821,349,313,$764 
17823,34,*,*
17824,83,*,*
17827,17,*,*
17829,*,*,*
17830,41,*,*
17831,*,*,*
17832,11,*,*
17833,*,*,*
17834,74,*,*
17835,*,*,*
17836,*,*,*
17837,354,290,$692 
17840,*,*,*
17841,121,*,*
17842,286,271,$775 
17844,213,189,$723 
17845,61,*,*
17846,111,94,$804 
17847,233,212,$786 
17850,*,*,*
17851,115,104,$762 
17853,74,*,*
17855,24,*,*
17856,76,*,*
17857,145,129,$749 
17858,*,*,*
17859,78,*,*
17860,68,*,*
17861,*,*,*
17862,*,*,*
17864,58,*,*
17865,*,*,*
17866,129,*,*
17867,*,*,*
17868,*,*,*
17870,326,287,$749 
17872,155,*,*
17876,62,*,*
17878,49,*,*
17880,*,*,*
17881,33,*,*
17885,*,*,*
